file_path,last_folder
data_mono\1046\1\2_1_0_mvmd20n__17-04-21-08-35-53.wav,1
data_mono\1016\4\4_4_0_SKMD02T__29-04-21-04-37-51.wav,4
data_mono\1036\0\1_0_0_MMMD14L__13-04-21-12-47-47.wav,0
data_mono\1003\1\2_1_1_mvmk01n__07-03-21-09-21-36.wav,1
data_mono\1025\1\2_1_0_mvmd06n__08-04-21-10-06-26.wav,1
data_mono\1034\3\5_3_0_SZZD13S__16-04-21-11-50-07.wav,3
data_mono\1016\0\1_0_0_MMMD15L__29-04-21-03-06-36.wav,0
data_mono\1036\4\4_4_1_SKMK12T__13-04-21-01-08-53.wav,4
data_mono\1011\2\3_2_1_okzk13r__04-04-21-03-49-38.wav,2
data_mono\1009\4\4_4_0_SKMD18T__27-04-21-07-16-42.wav,4
data_mono\1008\3\5_3_0_SZZD11S__03-04-21-12-34-10.wav,3
data_mono\1060\2\3_2_1_okzk22r__03-05-21-09-57-13.wav,2
data_mono\1008\4\4_4_0_SKMD32T__03-04-21-01-33-04.wav,4
data_mono\1037\2\3_2_0_okzd04r__15-04-21-02-27-33.wav,2
data_mono\1006\4\4_4_1_SKMK09T__15-04-21-06-23-13.wav,4
data_mono\1027\1\2_1_1_mvmk21n__08-04-21-05-18-21.wav,1
data_mono\1031\1\2_1_0_mvmd18n__10-04-21-01-40-43.wav,1
data_mono\0003\4\4_4_1_SKMK26T__28-02-21-04-09-39.wav,4
data_mono\1045\3\5_3_0_SZZD12S__16-04-21-10-26-35.wav,3
data_mono\1057\3\5_3_0_SZZD06S__28-04-21-02-28-43.wav,3
data_mono\1019\0\1_0_1_MMMK17L__22-04-21-12-07-05.wav,0
data_mono\1049\1\2_1_1_mvmk18n__06-04-21-10-55-49.wav,1
data_mono\0001\2\3_2_1_okzk20r__25-02-21-10-27-32.wav,2
data_mono\1051\3\5_3_0_SZZD17S__21-04-21-05-50-07.wav,3
data_mono\1016\3\5_3_0_SZZD26S__11-04-21-12-42-43.wav,3
data_mono\1034\0\1_0_1_MMMK10L__16-04-21-11-37-32.wav,0
data_mono\1014\0\1_0_1_MMMK22L__11-04-21-08-52-05.wav,0
data_mono\1045\1\2_1_1_mvmk12n__16-04-21-08-55-06.wav,1
data_mono\1027\2\3_2_0_okzd30r__08-04-21-05-58-33.wav,2
data_mono\0006\0\1_0_1_MMMK20L__01-03-21-10-13-26.wav,0
data_mono\0001\4\4_4_1_SKMK29T__25-02-21-01-02-50.wav,4
data_mono\1008\4\4_4_0_SKMD11T__03-04-21-01-28-23.wav,4
data_mono\1010\1\2_1_0_mvmd32n__04-04-21-04-40-57.wav,1
data_mono\1012\2\3_2_1_okzk12r__04-04-21-06-08-44.wav,2
data_mono\1019\2\3_2_1_okzk07r__21-04-21-11-52-47.wav,2
data_mono\1031\1\2_1_1_mvmk07n__10-04-21-02-55-33.wav,1
data_mono\1025\1\2_1_1_mvmk07n__15-04-21-06-44-10.wav,1
data_mono\1036\2\3_2_0_okzd16r__13-04-21-12-33-32.wav,2
data_mono\0006\1\2_1_1_mvmk09n__01-03-21-09-41-05.wav,1
data_mono\1062\2\3_2_0_okzd21r__07-05-21-10-42-50.wav,2
data_mono\1004\2\3_2_1_okzk12r__15-03-21-06-39-34.wav,2
data_mono\1011\3\5_3_0_SZZD18S__04-04-21-03-58-12.wav,3
data_mono\1062\1\2_1_0_mvmd01n__07-05-21-10-22-54.wav,1
data_mono\1053\2\3_2_1_okzk27r__19-04-21-05-13-53.wav,2
data_mono\1010\1\2_1_0_mvmd15n__04-04-21-02-53-45.wav,1
data_mono\1051\1\2_1_0_mvmd13n__18-04-21-10-10-36.wav,1
data_mono\1031\1\2_1_1_mvmk30n__10-04-21-03-02-01.wav,1
data_mono\1045\2\3_2_0_okzd27r__16-04-21-09-21-15.wav,2
data_mono\1015\0\1_0_1_MMMK23L__23-04-21-12-23-48.wav,0
data_mono\1039\4\4_4_1_SKMK06T__19-04-21-05-50-57.wav,4
data_mono\1057\2\3_2_0_okzd15r__28-04-21-02-15-30.wav,2
data_mono\1006\3\5_3_1_SZZK28S__05-05-21-11-28-41.wav,3
data_mono\1045\4\4_4_0_SKMD15T__16-04-21-10-07-03.wav,4
data_mono\1037\1\2_1_1_mvmk24n__15-04-21-02-24-54.wav,1
data_mono\1007\4\4_4_0_SKMD12T__03-04-21-09-59-36.wav,4
data_mono\1051\2\3_2_1_okzk04r__21-04-21-05-14-38.wav,2
data_mono\1058\4\4_4_0_SKMD25T__28-04-21-10-12-49.wav,4
data_mono\1014\4\4_4_1_SKMK19T__05-04-21-09-14-48.wav,4
data_mono\1008\0\1_0_0_MMMD23L__03-04-21-12-48-59.wav,0
data_mono\0006\4\4_4_1_SKMK07T__01-03-21-10-27-32.wav,4
data_mono\1003\1\2_1_1_mvmk09n__07-03-21-09-23-47.wav,1
data_mono\1007\2\3_2_1_okzk04r__02-04-21-04-20-01.wav,2
data_mono\0003\4\4_4_0_SKMD12T__28-02-21-03-56-19.wav,4
data_mono\1003\0\1_0_0_MMMD06L__07-03-21-09-48-57.wav,0
data_mono\1030\3\5_3_1_SZZK07S__09-04-21-09-55-36.wav,3
data_mono\1006\3\5_3_0_SZZD04S__05-05-21-11-14-47.wav,3
data_mono\1058\1\2_1_0_mvmd28n__28-04-21-05-52-29.wav,1
data_mono\1015\4\4_4_0_SKMD32T__05-04-21-10-59-23.wav,4
data_mono\1012\4\4_4_0_SKMD15T__04-04-21-06-19-55.wav,4
data_mono\0002\4\4_4_0_SKMD29T__25-02-21-04-26-10.wav,4
data_mono\0003\3\5_3_1_SZZK01S__28-02-21-09-52-05.wav,3
data_mono\1061\1\2_1_0_mvmd03n__04-05-21-11-13-20.wav,1
data_mono\0005\1\2_1_0_mvmd11n__01-03-21-10-38-51.wav,1
data_mono\1011\1\2_1_0_mvmd31n__04-04-21-03-31-55.wav,1
data_mono\0005\4\4_4_1_SKMK27T__04-03-21-11-35-16.wav,4
data_mono\0005\3\5_3_0_SZZD10S__01-03-21-11-19-48.wav,3
data_mono\1006\0\1_0_0_MMMD03L__19-04-21-07-18-50.wav,0
data_mono\1008\2\3_2_1_okzk10r__03-04-21-12-27-03.wav,2
data_mono\1012\2\3_2_1_okzk05r__04-04-21-06-07-15.wav,2
data_mono\1044\2\3_2_0_okzd07r__19-04-21-10-20-54.wav,2
data_mono\1044\2\3_2_1_okzk18r__19-04-21-10-34-32.wav,2
data_mono\1019\2\3_2_1_okzk28r__21-04-21-11-57-01.wav,2
data_mono\1034\1\2_1_1_mvmk28n__12-04-21-02-42-41.wav,1
data_mono\1003\4\4_4_0_SKMD13T__07-03-21-10-41-18.wav,4
data_mono\1044\3\5_3_1_SZZK02S__04-05-21-06-37-12.wav,3
data_mono\1051\2\3_2_0_okzd31r__21-04-21-05-13-58.wav,2
data_mono\1012\3\5_3_0_SZZD30S__04-04-21-06-41-04.wav,3
data_mono\1033\1\2_1_1_mvmk01n__10-04-21-11-15-10.wav,1
data_mono\1036\3\5_3_0_SZZD31S__13-04-21-01-22-23.wav,3
data_mono\1007\1\2_1_0_mvmd10n__02-04-21-03-36-18.wav,1
data_mono\1005\3\5_3_1_SZZK26S__30-03-21-02-26-00.wav,3
data_mono\1016\1\2_1_0_mvmd16n__05-04-21-11-33-25.wav,1
data_mono\1004\1\2_1_1_mvmk13n__15-03-21-05-22-24.wav,1
data_mono\1016\2\3_2_0_okzd09r__06-04-21-02-02-35.wav,2
data_mono\1045\1\2_1_1_mvmk03n__16-04-21-08-52-46.wav,1
data_mono\1003\2\3_2_0_okzd27r__07-03-21-09-38-51.wav,2
data_mono\0003\1\2_1_1_mvmk29n__28-02-21-03-31-45.wav,1
data_mono\1049\2\3_2_1_okzk23r__15-04-21-01-01-51.wav,2
data_mono\1016\1\2_1_0_mvmd27n__05-04-21-11-52-10.wav,1
data_mono\1004\4\4_4_0_SKMD32T__15-03-21-07-15-30.wav,4
data_mono\1017\2\3_2_1_okzk19r__06-04-21-11-09-32.wav,2
data_mono\1027\4\4_4_1_SKMK11T__28-04-21-02-17-17.wav,4
data_mono\1033\1\2_1_0_mvmd13n__10-04-21-11-04-32.wav,1
data_mono\1017\2\3_2_0_okzd30r__06-04-21-11-02-44.wav,2
data_mono\1026\1\2_1_1_mvmk13n__08-04-21-03-38-45.wav,1
data_mono\0002\0\1_0_0_MMMD23L__25-02-21-02-53-58.wav,0
data_mono\1036\3\5_3_0_SZZD02S__13-04-21-01-15-21.wav,3
data_mono\1030\1\2_1_0_mvmd15n__09-04-21-07-51-20.wav,1
data_mono\1057\3\5_3_0_SZZD17S__28-04-21-02-31-55.wav,3
data_mono\1039\1\2_1_0_mvmd25n__15-04-21-06-14-58.wav,1
data_mono\0001\4\4_4_1_SKMK17T__25-02-21-01-00-30.wav,4
data_mono\1021\1\2_1_1_mvmk29n__07-04-21-11-53-07.wav,1
data_mono\1011\2\3_2_1_okzk30r__04-04-21-03-53-19.wav,2
data_mono\1015\4\4_4_0_SKMD24T__05-04-21-10-56-40.wav,4
data_mono\1036\0\1_0_1_MMMK28L__13-04-21-12-56-00.wav,0
data_mono\1028\1\2_1_1_mvmk10n__09-04-21-06-43-49.wav,1
data_mono\1017\1\2_1_0_mvmd27n__06-04-21-09-12-38.wav,1
data_mono\1019\2\3_2_0_okzd15r__21-04-21-11-47-50.wav,2
data_mono\0002\0\1_0_0_MMMD10L__25-02-21-02-49-16.wav,0
data_mono\1014\2\3_2_0_okzd31r__05-04-21-08-42-58.wav,2
data_mono\1009\0\1_0_1_MMMK09L__27-04-21-07-02-03.wav,0
data_mono\0002\1\2_1_1_mvmk24n__25-02-21-02-04-54.wav,1
data_mono\1033\1\2_1_1_mvmk15n__10-04-21-11-21-06.wav,1
data_mono\1019\0\1_0_0_MMMD06L__21-04-21-11-59-28.wav,0
data_mono\1006\2\3_2_0_okzd18r__15-04-21-06-03-36.wav,2
data_mono\1009\0\1_0_1_MMMK04L__27-04-21-07-01-14.wav,0
data_mono\1039\1\2_1_0_mvmd05n__15-04-21-05-31-00.wav,1
data_mono\1027\3\5_3_0_SZZD31S__28-04-21-01-45-10.wav,3
data_mono\1057\0\1_0_0_MMMD10L__30-04-21-02-06-35.wav,0
data_mono\1008\0\1_0_0_MMMD09L__03-04-21-12-46-45.wav,0
data_mono\0005\0\1_0_0_MMMD28L__01-03-21-06-21-50.wav,0
data_mono\1046\1\2_1_1_mvmk13n__17-04-21-08-40-32.wav,1
data_mono\1045\4\4_4_1_SKMK21T__16-04-21-10-19-10.wav,4
data_mono\1004\3\5_3_1_SZZK07S__15-03-21-06-57-49.wav,3
data_mono\0002\4\4_4_1_SKMK05T__25-02-21-04-28-31.wav,4
data_mono\1061\1\2_1_1_mvmk30n__04-05-21-11-30-49.wav,1
data_mono\1034\2\3_2_1_okzk19r__12-04-21-03-03-59.wav,2
data_mono\1044\3\5_3_0_SZZD09S__04-05-21-06-23-08.wav,3
data_mono\1044\1\2_1_1_mvmk19n__19-04-21-10-11-10.wav,1
data_mono\0005\0\1_0_1_MMMK14L__01-03-21-06-24-18.wav,0
data_mono\1037\3\5_3_0_SZZD01S__15-04-21-03-29-26.wav,3
data_mono\1025\1\2_1_0_mvmd32n__15-04-21-06-42-17.wav,1
data_mono\1045\2\3_2_1_okzk11r__16-04-21-09-24-25.wav,2
data_mono\1004\2\3_2_0_okzd15r__15-03-21-06-29-43.wav,2
data_mono\1045\4\4_4_1_SKMK26T__16-04-21-10-20-51.wav,4
data_mono\1053\3\5_3_0_SZZD24S__19-04-21-05-27-06.wav,3
data_mono\1004\1\2_1_0_mvmd17n__15-03-21-05-12-01.wav,1
data_mono\1019\2\3_2_1_okzk24r__21-04-21-11-56-08.wav,2
data_mono\1013\1\2_1_1_mvmk29n__05-04-21-04-20-15.wav,1
data_mono\1043\1\2_1_1_mvmk10n__15-04-21-10-24-19.wav,1
data_mono\1024\4\4_4_0_SKMD06T__07-04-21-05-02-46.wav,4
data_mono\1038\2\3_2_0_okzd17r__16-04-21-11-54-32.wav,2
data_mono\1045\1\2_1_1_mvmk24n__16-04-21-08-58-59.wav,1
data_mono\0001\4\4_4_1_SKMK15T__25-02-21-01-00-09.wav,4
data_mono\1007\1\2_1_1_mvmk13n__02-04-21-03-50-21.wav,1
data_mono\0006\2\3_2_1_okzk13r__01-03-21-09-59-06.wav,2
data_mono\1054\1\2_1_0_mvmd19n__22-04-21-01-24-31.wav,1
data_mono\1017\1\2_1_1_mvmk19n__06-04-21-09-25-31.wav,1
data_mono\1006\3\5_3_0_SZZD01S__05-05-21-11-13-53.wav,3
data_mono\1012\0\1_0_0_MMMD26L__04-04-21-06-53-40.wav,0
data_mono\1012\1\2_1_0_mvmd21n__04-04-21-05-45-47.wav,1
data_mono\0005\1\2_1_1_mvmk06n__01-03-21-10-45-47.wav,1
data_mono\1003\2\3_2_0_okzd20r__07-03-21-09-37-00.wav,2
data_mono\1027\3\5_3_0_SZZD24S__28-04-21-01-43-49.wav,3
data_mono\1053\3\5_3_0_SZZD31S__19-04-21-05-29-24.wav,3
data_mono\1057\1\2_1_0_mvmd10n__28-04-21-01-56-34.wav,1
data_mono\0003\2\3_2_0_okzd28r__28-02-21-03-43-13.wav,2
data_mono\1060\4\4_4_1_SKMK11T__03-05-21-10-28-50.wav,4
data_mono\1023\1\2_1_0_mvmd02n__07-04-21-04-38-45.wav,1
data_mono\1004\3\5_3_1_SZZK16S__15-03-21-06-59-48.wav,3
data_mono\1060\0\1_0_0_MMMD03L__03-05-21-10-43-34.wav,0
data_mono\1008\1\2_1_0_mvmd31n__03-04-21-10-03-07.wav,1
data_mono\1011\2\3_2_0_okzd04r__04-04-21-03-39-48.wav,2
data_mono\1012\0\1_0_0_MMMD03L__04-04-21-06-48-57.wav,0
data_mono\1004\2\3_2_1_okzk19r__15-03-21-06-41-29.wav,2
data_mono\1017\1\2_1_1_mvmk25n__06-04-21-09-27-55.wav,1
data_mono\1037\1\2_1_1_mvmk06n__15-04-21-02-21-24.wav,1
data_mono\1060\1\2_1_1_mvmk03n__03-05-21-09-36-12.wav,1
data_mono\1049\1\2_1_1_mvmk03n__06-04-21-10-50-42.wav,1
data_mono\1024\4\4_4_0_SKMD21T__07-04-21-05-07-03.wav,4
data_mono\1044\1\2_1_0_mvmd30n__19-04-21-10-05-22.wav,1
data_mono\1038\1\2_1_0_mvmd10n__15-04-21-03-53-12.wav,1
data_mono\0001\3\5_3_0_SZZD28S__25-02-21-10-57-13.wav,3
data_mono\1030\1\2_1_0_mvmd23n__09-04-21-07-58-51.wav,1
data_mono\0005\1\2_1_1_mvmk23n__01-03-21-10-50-07.wav,1
data_mono\1009\1\2_1_0_mvmd31n__03-04-21-12-04-16.wav,1
data_mono\1014\2\3_2_0_okzd18r__05-04-21-08-39-46.wav,2
data_mono\1061\2\3_2_1_okzk25r__04-05-21-01-39-43.wav,2
data_mono\1061\2\3_2_0_okzd24r__04-05-21-01-30-47.wav,2
data_mono\1011\1\2_1_0_mvmd16n__04-04-21-03-27-42.wav,1
data_mono\1030\3\5_3_0_SZZD19S__09-04-21-09-41-43.wav,3
data_mono\1003\1\2_1_0_mvmd29n__07-03-21-09-20-50.wav,1
data_mono\1009\1\2_1_0_mvmd05n__03-04-21-11-40-07.wav,1
data_mono\1034\0\1_0_1_MMMK09L__16-04-21-11-36-57.wav,0
data_mono\1027\4\4_4_0_SKMD18T__28-04-21-02-12-29.wav,4
data_mono\0006\4\4_4_1_SKMK08T__01-03-21-10-27-51.wav,4
data_mono\1021\1\2_1_0_mvmd18n__07-04-21-11-43-43.wav,1
data_mono\1025\1\2_1_1_mvmk03n__15-04-21-06-43-08.wav,1
data_mono\1017\2\3_2_0_okzd24r__06-04-21-11-00-12.wav,2
data_mono\1051\3\5_3_0_SZZD14S__21-04-21-05-49-16.wav,3
data_mono\0001\1\2_1_1_mvmk26n__24-02-21-02-36-28.wav,1
data_mono\1039\1\2_1_0_mvmd07n__15-04-21-05-31-28.wav,1
data_mono\1007\2\3_2_0_okzd28r__02-04-21-04-18-40.wav,2
data_mono\1053\4\4_4_1_SKMK27T__19-04-21-08-04-02.wav,4
data_mono\1031\1\2_1_0_mvmd27n__10-04-21-02-51-40.wav,1
data_mono\0001\0\1_0_1_MMMK22L__25-02-21-10-41-07.wav,0
data_mono\0005\0\1_0_0_MMMD18L__01-03-21-06-19-42.wav,0
data_mono\1036\2\3_2_1_okzk24r__13-04-21-12-43-09.wav,2
data_mono\1007\1\2_1_0_mvmd23n__02-04-21-03-42-31.wav,1
data_mono\1019\2\3_2_0_okzd12r__21-04-21-11-47-13.wav,2
data_mono\1039\4\4_4_1_SKMK08T__19-04-21-05-51-16.wav,4
data_mono\1060\1\2_1_1_mvmk09n__03-05-21-09-36-58.wav,1
data_mono\1053\1\2_1_1_mvmk29n__19-04-21-01-18-41.wav,1
data_mono\1036\3\5_3_0_SZZD17S__13-04-21-01-18-50.wav,3
data_mono\1057\2\3_2_1_okzk20r__28-04-21-02-24-21.wav,2
data_mono\0006\4\4_4_0_SKMD04T__01-03-21-10-39-47.wav,4
data_mono\1011\2\3_2_1_okzk23r__04-04-21-03-51-40.wav,2
data_mono\1060\4\4_4_0_SKMD12T__03-05-21-10-21-46.wav,4
data_mono\1023\1\2_1_1_mvmk25n__07-04-21-04-55-32.wav,1
data_mono\1062\0\1_0_1_MMMK05L__07-05-21-10-57-26.wav,0
data_mono\1005\2\3_2_1_okzk25r__30-03-21-02-10-26.wav,2
data_mono\1058\2\3_2_1_okzk29r__28-04-21-06-17-43.wav,2
data_mono\1008\2\3_2_1_okzk08r__03-04-21-12-26-44.wav,2
data_mono\1034\2\3_2_1_okzk13r__12-04-21-03-02-01.wav,2
data_mono\1006\3\5_3_1_SZZK25S__05-05-21-11-28-03.wav,3
data_mono\1060\1\2_1_1_mvmk21n__03-05-21-09-39-32.wav,1
data_mono\1009\4\4_4_0_SKMD28T__27-04-21-07-19-49.wav,4
data_mono\1050\1\2_1_0_mvmd04n__18-04-21-02-17-58.wav,1
data_mono\1060\4\4_4_1_SKMK21T__03-05-21-10-30-33.wav,4
data_mono\1023\3\5_3_0_SZZD28S__07-04-21-05-21-18.wav,3
data_mono\0001\1\2_1_1_mvmk25n__24-02-21-02-36-16.wav,1
data_mono\1006\0\1_0_0_MMMD17L__05-05-21-11-04-59.wav,0
data_mono\1043\1\2_1_1_mvmk04n__15-04-21-10-23-08.wav,1
data_mono\1023\1\2_1_1_mvmk13n__07-04-21-04-52-50.wav,1
data_mono\1050\1\2_1_1_mvmk28n__18-04-21-02-32-17.wav,1
data_mono\1015\1\2_1_1_mvmk16n__05-04-21-10-26-12.wav,1
data_mono\1037\2\3_2_0_okzd10r__15-04-21-02-28-55.wav,2
data_mono\1025\1\2_1_0_mvmd24n__10-04-21-08-26-56.wav,1
data_mono\1004\4\4_4_0_SKMD12T__15-03-21-07-08-06.wav,4
data_mono\1007\2\3_2_0_okzd24r__02-04-21-04-17-14.wav,2
data_mono\0005\0\1_0_1_MMMK12L__01-03-21-06-23-57.wav,0
data_mono\0002\3\5_3_1_SZZK29S__25-02-21-03-46-15.wav,3
data_mono\1060\1\2_1_0_mvmd05n__03-05-21-09-28-06.wav,1
data_mono\1017\0\1_0_1_MMMK18L__06-04-21-11-32-48.wav,0
data_mono\1008\1\2_1_0_mvmd20n__03-04-21-10-00-44.wav,1
data_mono\0003\2\3_2_1_okzk13r__28-02-21-03-46-44.wav,2
data_mono\1060\0\1_0_0_MMMD16L__03-05-21-10-45-59.wav,0
data_mono\1007\0\1_0_0_MMMD31L__02-04-21-07-12-36.wav,0
data_mono\1032\1\2_1_1_mvmk14n__10-04-21-08-13-51.wav,1
data_mono\1044\3\5_3_1_SZZK09S__04-05-21-06-39-23.wav,3
data_mono\1023\4\4_4_1_SKMK16T__07-04-21-07-44-41.wav,4
data_mono\1053\4\4_4_1_SKMK03T__19-04-21-07-58-23.wav,4
data_mono\1045\2\3_2_1_okzk17r__16-04-21-09-31-04.wav,2
data_mono\1006\4\4_4_0_SKMD26T__15-04-21-06-19-36.wav,4
data_mono\1016\3\5_3_1_SZZK10S__11-04-21-01-01-09.wav,3
data_mono\1045\1\2_1_1_mvmk20n__16-04-21-08-57-18.wav,1
data_mono\1003\3\5_3_1_SZZK29S__07-03-21-10-17-16.wav,3
data_mono\1004\3\5_3_0_SZZD08S__15-03-21-06-49-20.wav,3
data_mono\1012\0\1_0_1_MMMK26L__04-04-21-06-59-44.wav,0
data_mono\1050\1\2_1_0_mvmd32n__18-04-21-02-25-19.wav,1
data_mono\1060\1\2_1_1_mvmk19n__03-05-21-09-39-11.wav,1
data_mono\1027\1\2_1_0_mvmd24n__08-04-21-05-11-33.wav,1
data_mono\1051\2\3_2_0_okzd20r__21-04-21-05-11-08.wav,2
data_mono\1057\4\4_4_1_SKMK15T__28-04-21-02-56-13.wav,4
data_mono\1014\0\1_0_1_MMMK06L__11-04-21-08-49-17.wav,0
data_mono\0003\0\1_0_0_MMMD28L__28-02-21-04-20-23.wav,0
data_mono\1004\0\1_0_1_MMMK24L__27-04-21-11-33-33.wav,0
data_mono\0003\3\5_3_0_SZZD26S__28-02-21-09-50-41.wav,3
data_mono\1003\3\5_3_1_SZZK23S__07-03-21-10-15-37.wav,3
data_mono\1011\1\2_1_0_mvmd10n__04-04-21-03-26-11.wav,1
data_mono\0006\1\2_1_1_mvmk26n__01-03-21-09-44-21.wav,1
data_mono\1051\4\4_4_1_SKMK07T__21-04-21-05-37-47.wav,4
data_mono\1039\1\2_1_0_mvmd24n__15-04-21-06-13-12.wav,1
data_mono\1061\2\3_2_1_okzk06r__04-05-21-01-34-36.wav,2
data_mono\1037\1\2_1_1_mvmk16n__15-04-21-02-23-19.wav,1
data_mono\1034\3\5_3_0_SZZD07S__16-04-21-11-47-43.wav,3
data_mono\1057\4\4_4_0_SKMD28T__28-04-21-02-51-44.wav,4
data_mono\1004\4\4_4_0_SKMD13T__15-03-21-07-08-21.wav,4
data_mono\0001\0\1_0_1_MMMK28L__25-02-21-10-42-13.wav,0
data_mono\1034\0\1_0_1_MMMK21L__16-04-21-11-41-44.wav,0
data_mono\1036\1\2_1_0_mvmd03n__13-04-21-12-12-26.wav,1
data_mono\0005\0\1_0_0_MMMD29L__01-03-21-06-22-03.wav,0
data_mono\1051\1\2_1_1_mvmk02n__18-04-21-10-17-21.wav,1
data_mono\0005\4\4_4_0_SKMD19T__04-03-21-11-25-48.wav,4
data_mono\1017\2\3_2_0_okzd23r__06-04-21-10-59-50.wav,2
data_mono\1017\1\2_1_1_mvmk21n__06-04-21-09-26-08.wav,1
data_mono\1009\4\4_4_1_SKMK27T__27-04-21-07-26-24.wav,4
data_mono\1016\0\1_0_1_MMMK27L__29-04-21-04-31-31.wav,0
data_mono\1016\3\5_3_1_SZZK20S__11-04-21-01-08-20.wav,3
data_mono\1038\3\5_3_1_SZZK18S__20-04-21-10-15-40.wav,3
data_mono\1007\0\1_0_0_MMMD02L__02-04-21-06-52-02.wav,0
data_mono\0001\4\4_4_1_SKMK04T__25-02-21-12-28-45.wav,4
data_mono\1007\0\1_0_0_MMMD01L__02-04-21-06-51-40.wav,0
data_mono\1051\3\5_3_1_SZZK14S__21-04-21-05-56-31.wav,3
data_mono\1036\4\4_4_0_SKMD19T__13-04-21-01-02-41.wav,4
data_mono\1058\1\2_1_1_mvmk21n__28-04-21-05-57-44.wav,1
data_mono\1015\3\5_3_1_SZZK02S__23-04-21-12-35-00.wav,3
data_mono\1006\2\3_2_1_okzk17r__15-04-21-06-09-59.wav,2
data_mono\1060\4\4_4_0_SKMD09T__03-05-21-10-21-06.wav,4
data_mono\1012\0\1_0_1_MMMK11L__04-04-21-06-56-52.wav,0
data_mono\1034\2\3_2_0_okzd27r__12-04-21-02-57-29.wav,2
data_mono\1024\4\4_4_0_SKMD08T__07-04-21-05-03-21.wav,4
data_mono\1014\2\3_2_1_okzk29r__05-04-21-08-48-32.wav,2
data_mono\1023\3\5_3_0_SZZD04S__07-04-21-05-14-31.wav,3
data_mono\1034\0\1_0_1_MMMK12L__16-04-21-11-38-11.wav,0
data_mono\1012\1\2_1_0_mvmd07n__04-04-21-05-39-40.wav,1
data_mono\0005\1\2_1_0_mvmd14n__01-03-21-10-39-45.wav,1
data_mono\1027\0\1_0_1_MMMK09L__28-04-21-01-35-40.wav,0
data_mono\1015\4\4_4_1_SKMK12T__05-04-21-11-02-14.wav,4
data_mono\0005\1\2_1_0_mvmd29n__01-03-21-10-44-11.wav,1
data_mono\1012\2\3_2_0_okzd17r__04-04-21-06-02-13.wav,2
data_mono\1053\3\5_3_0_SZZD02S__19-04-21-05-15-33.wav,3
data_mono\0003\4\4_4_0_SKMD14T__28-02-21-03-56-59.wav,4
data_mono\1003\0\1_0_0_MMMD14L__07-03-21-09-50-38.wav,0
data_mono\0001\1\2_1_1_mvmk03n__24-02-21-02-31-59.wav,1
data_mono\1057\1\2_1_0_mvmd20n__28-04-21-01-59-36.wav,1
data_mono\1051\2\3_2_0_okzd12r__21-04-21-05-07-43.wav,2
data_mono\0002\4\4_4_1_SKMK10T__25-02-21-04-30-30.wav,4
data_mono\1005\0\1_0_0_MMMD06L__30-03-21-02-46-43.wav,0
data_mono\1005\0\1_0_0_MMMD30L__30-03-21-02-51-39.wav,0
data_mono\1053\2\3_2_0_okzd11r__19-04-21-01-24-06.wav,2
data_mono\0001\4\4_4_1_SKMK10T__25-02-21-12-59-09.wav,4
data_mono\1033\2\3_2_1_okzk28r__11-04-21-12-33-54.wav,2
data_mono\1007\2\3_2_0_okzd29r__02-04-21-04-18-57.wav,2
data_mono\1049\2\3_2_1_okzk05r__15-04-21-12-57-32.wav,2
data_mono\1058\4\4_4_1_SKMK04T__28-04-21-10-15-51.wav,4
data_mono\1009\2\3_2_0_okzd13r__03-04-21-12-14-10.wav,2
data_mono\1058\1\2_1_0_mvmd16n__28-04-21-05-49-03.wav,1
data_mono\1008\3\5_3_1_SZZK26S__03-04-21-12-43-26.wav,3
data_mono\1036\0\1_0_1_MMMK08L__13-04-21-12-52-23.wav,0
data_mono\1008\0\1_0_0_MMMD15L__03-04-21-12-47-47.wav,0
data_mono\1034\1\2_1_0_mvmd26n__12-04-21-02-30-38.wav,1
data_mono\1005\4\4_4_0_SKMD28T__30-03-21-02-37-42.wav,4
data_mono\1017\2\3_2_0_okzd07r__06-04-21-10-51-45.wav,2
data_mono\1030\3\5_3_1_SZZK17S__09-04-21-10-00-47.wav,3
data_mono\1010\1\2_1_1_mvmk27n__04-04-21-04-47-39.wav,1
data_mono\1003\4\4_4_0_SKMD27T__07-03-21-10-45-27.wav,4
data_mono\1015\4\4_4_1_SKMK30T__05-04-21-11-06-45.wav,4
data_mono\1027\0\1_0_0_MMMD26L__28-04-21-01-33-36.wav,0
data_mono\0002\3\5_3_0_SZZD16S__25-02-21-03-28-55.wav,3
data_mono\1025\1\2_1_0_mvmd11n__08-04-21-10-08-32.wav,1
data_mono\1008\2\3_2_0_okzd17r__03-04-21-12-22-11.wav,2
data_mono\1045\4\4_4_1_SKMK20T__16-04-21-10-18-54.wav,4
data_mono\1034\2\3_2_1_okzk24r__12-04-21-03-04-59.wav,2
data_mono\1008\3\5_3_0_SZZD23S__03-04-21-12-36-49.wav,3
data_mono\1016\3\5_3_1_SZZK13S__11-04-21-01-05-03.wav,3
data_mono\1045\1\2_1_1_mvmk04n__16-04-21-08-52-58.wav,1
data_mono\1044\2\3_2_0_okzd20r__19-04-21-10-26-44.wav,2
data_mono\1016\3\5_3_1_SZZK06S__11-04-21-12-55-14.wav,3
data_mono\1057\2\3_2_0_okzd27r__28-04-21-02-18-47.wav,2
data_mono\1060\3\5_3_1_SZZK25S__03-05-21-10-17-33.wav,3
